1090001,null,猪洞二层,zhudong2,14,43,1,1,0,zhudong1,19,42,0,70001
1090002,null,盟重,tucheng,45,15,1,1,0,zhudong1,69,90,0,70001
,,,,,,,,,,,,,
#猪洞二层,(传送点数: 2),,,,,,,,,,,,
1090003,null,猪洞三层,zhudong3,19,38,1,1,0,zhudong2,34,25,0,70001
1090004,null,猪洞一层,zhudong1,20,43,1,1,0,zhudong2,13,44,0,70001
,,,,,,,,,,,,,
#猪洞三层,(传送点数: 1),,,,,,,,,,,,
1090005,null,猪洞二层,zhudong2,33,26,1,1,0,zhudong3,18,39,0,70001
,,,,,,,,,,,,,
#祖玛寺庙1,(传送点数: 2),,,,,,,,,,,,
1110001,null,祖玛二层,zumasimiao2,6,22,1,1,0,zumasimiao1,17,19,0,70001
1110002,null,盟重,tucheng,57,22,1,1,0,zumasimiao1,78,120,0,70001
,,,,,,,,,,,,,
#祖玛寺庙2,(传送点数: 2),,,,,,,,,,,,
1110003,null,祖玛三层,zumasimiao3,30,26,1,1,0,zumasimiao2,37,54,0,70001
1110004,null,祖玛一层,zumasimiao1,18,20,1,1,0,zumasimiao2,5,21,0,70001
,,,,,,,,,,,,,
#祖玛寺庙3,(传送点数: 1),,,,,,,,,,,,
1110005,null,祖玛二层,zumasimiao2,36,53,1,1,0,zumasimiao3,31,25,0,70001
,,,,,,,,,,,,,
#个人BOSS落地点坐标,,,,,,,,,,,,,
4020001,null,null,fbgr1c,29,38,2,0,0,0,0,0,0,0
4020002,null,null,fbgr2c,14,43,2,0,0,0,0,0,0,0
4020003,null,null,fbgr3c,19,37,2,0,0,0,0,0,0,0
4020004,null,null,fbgr4c,28,30,2,0,0,0,0,0,0,0
4020005,null,null,fbgr5c,25,31,2,0,0,0,0,0,0,0
4020006,null,null,fbgr6c,29,23,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#材料副本落地坐标点,,,,,,,,,,,,,
4030001,null,null,1clfb,22,25,2,0,0,0,0,0,0,0
4030002,null,null,2clfb,14,33,2,0,0,0,0,0,0,0
4030003,null,null,3clfb,14,33,2,0,0,0,0,0,0,0
4030004,null,null,4clfb,31,37,2,0,0,0,0,0,0,0
4030005,null,null,5clfb,14,43,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#闯天关落地坐标点,,,,,,,,,,,,,
4040001,null,null,ctg016,16,46,2,0,0,0,0,0,0,0
4040002,null,null,ctg026,16,46,2,0,0,0,0,0,0,0
4040003,null,null,ctg036,17,45,2,0,0,0,0,0,0,0
4040004,null,null,ctg046,11,23,2,0,0,0,0,0,0,0
4040005,null,null,ctg056,13,15,2,0,0,0,0,0,0,0
4040006,null,null,ctg066,6,30,2,0,0,0,0,0,0,0
4040007,null,null,ctg076,14,27,2,0,0,0,0,0,0,0
4040008,null,null,ctg086,26,18,2,0,0,0,0,0,0,0
4040009,null,null,ctg096,24,31,2,0,0,0,0,0,0,0
4040010,null,null,ctg106,17,48,2,0,0,0,0,0,0,0
4040011,null,null,ctg116,7,22,2,0,0,0,0,0,0,0
4040012,null,null,ctg126,33,39,2,0,0,0,0,0,0,0
4040013,null,null,ctg136,32,22,2,0,0,0,0,0,0,0
4040014,null,null,ctg146,23,19,2,0,0,0,0,0,0,0
4040015,null,null,ctg156,8,18,2,0,0,0,0,0,0,0
4040016,null,null,ctg166,6,23,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#Boss之家落地坐标点,,,,,,,,,,,,,
4050001,null,null,bosshome1f,42,44,2,0,0,0,0,0,0,0
4050002,null,null,bosshome2f,20,21,2,0,0,0,0,0,0,0
4050003,null,null,bosshome3f,12,43,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#未知暗殿落地坐标点,,,,,,,,,,,,,
4060001,null,null,weizhi1,100,74,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#玛雅神殿落地坐标点,,,,,,,,,,,,,
4070001,null,null,mysd1f,11,41,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#转生神殿落地坐标点,,,,,,,,,,,,,
4080001,null,null,zssd1,22,44,2,0,0,0,0,0,0,0
4080002,null,null,zssd2,22,44,2,0,0,0,0,0,0,0
4080003,null,null,zssd3,22,44,2,0,0,0,0,0,0,0
4080004,null,null,zssd4,22,44,2,0,0,0,0,0,0,0
4080005,null,null,zssd5,22,44,2,0,0,0,0,0,0,0
4080006,null,null,zssd6,22,44,2,0,0,0,0,0,0,0
4080007,null,null,zssd7,22,44,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#神威魔域落地坐标点,,,,,,,,,,,,,
4090001,null,null,swmy1,6,22,2,0,0,0,0,0,0,0
4090002,null,null,swmy2,33,55,2,0,0,0,0,0,0,0
4090003,null,null,swmy3,26,39,2,0,0,0,0,0,0,0
4090004,null,null,swmy4,20,104,2,0,0,0,0,0,0,0
4090005,null,null,swmy5,4,61,2,0,0,0,0,0,0,0
4090006,null,null,swmy6,5,65,2,0,0,0,0,0,0,0
4090007,null,null,swmy7,71,85,2,0,0,0,0,0,0,0
4090008,null,null,swmy8,26,62,2,0,0,0,0,0,0,0
4090009,null,null,swmy9,18,115,2,0,0,0,0,0,0,0
4090010,null,null,swmy10,10,50,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#烧猪洞落地坐标点,,,,,,,,,,,,,
4100001,null,null,shaozhu,21,36,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#门派挑战落地坐标点,,,,,,,,,,,,,
4110001,null,null,menpai,25,29,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#天下第一落地坐标点,,,,,,,,,,,,,
4120001,null,null,diyi,25,29,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#夜战比奇落地坐标点,,,,,,,,,,,,,
4130001,null,null,yxbiqi,45,49,10,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#精英阁落地坐标点,,,,,,,,,,,,,
4140001,null,null,jingying1,16,32,1,0,0,0,0,0,0,0
4140002,null,null,jingying2,16,32,1,0,0,0,0,0,0,0
4140003,null,null,jingying3,16,32,1,0,0,0,0,0,0,0
4140004,null,null,jingying4,16,32,1,0,0,0,0,0,0,0
4140005,null,null,jingying5,16,32,1,0,0,0,0,0,0,0
4140006,null,null,jingying6,16,32,1,0,0,0,0,0,0,0
4140007,null,null,jingying7,16,32,1,0,0,0,0,0,0,0
4140008,null,null,jingying8,16,32,1,0,0,0,0,0,0,0
4140009,null,null,jingying9,16,32,1,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#天降赐福落地坐标点,,,,,,,,,,,,,
4150001,null,null,cifu,25,27,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#挖矿地图落地坐标点,,,,,,,,,,,,,
4160001,null,null,wakuang,15,20,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#挂机地图落地坐标点,,,,,,,,,,,,,
4170001,null,null,gjpt,26,45,2,0,0,0,0,0,0,0
4170002,null,null,gjvip1,26,45,2,0,0,0,0,0,0,0
4170003,null,null,gjvip2,26,45,2,0,0,0,0,0,0,0
4170004,null,null,gjvip3,26,45,2,0,0,0,0,0,0,0
4170005,null,null,gjvip4,26,45,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#守护女神落地坐标点,,,,,,,,,,,,,
4180001,null,null,nvshen,21,33,1,0,0,0,0,0,0,0
#未知暗殿,(传送点数: 1),,,,,,,,,,,,
4180001,null,盟重,tucheng,57,22,1,1,0,weizhi1,9,159,0,70001
,,,,,,,,,,,,,
#未知暗殿,(传送点数: 1),,,,,,,,,,,,
4180002,null,盟重,tucheng,57,22,1,1,0,weizhi2,9,159,0,70001
,,,,,,,,,,,,,
#未知暗殿,(传送点数: 1),,,,,,,,,,,,
4180003,null,盟重,tucheng,57,22,1,1,0,weizhi3,9,159,0,70001
,,,,,,,,,,,,,
#未知暗殿,(传送点数: 1),,,,,,,,,,,,
4180004,null,盟重,tucheng,57,22,1,1,0,weizhi4,9,159,0,70001
,,,,,,,,,,,,,
#未知暗殿,(传送点数: 1),,,,,,,,,,,,
4180005,null,盟重,tucheng,57,22,1,1,0,weizhi5,9,159,0,70001
,,,,,,,,,,,,,
#未知暗殿,(传送点数: 1),,,,,,,,,,,,
4180006,null,盟重,tucheng,57,22,1,1,0,taskad,31,145,0,70001
,,,,,,,,,,,,,
#未知暗殿,(传送点数: 1),,,,,,,,,,,,
4180007,null,盟重,tucheng,57,22,1,1,0,taskad2,31,145,0,70001
,,,,,,,,,,,,,
#矿洞,,,,,,,,,,,,,
4190001,null,盟重,tucheng,57,22,1,1,0,wakuang,15,13,0,70001
