#v110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#物品编号,类型,图标编号,名字,颜色,负重,装备类别,最小物防,最大物防,最小魔防,最大魔防,最小物攻,最大物攻,最小魔攻,最大魔攻,最小道攻,最大道攻,幸运,诅咒,命中,闪避,魔法闪避,中毒闪避,HP上限,MP上限,HP上限百分比,MP上限百分比,神圣攻击,暴击几率,暴击力,掉落守护,限制类型,等级限制,出售价格,转生等级限制,品质,职业,性别,装备组,装备对比,帮会捐献值,摧毁提示,装备内功,装备背景,回收金币,回收经验,回收血符,是否可使用,能否销毁,能否存入仓库,能否推送,背包是否显示使用标志,限定次数用完之后是否显示推送,功能配置,功能参数,物品描述,获取途径
#type_id,sub_type,icon_id,name,color,weight,equip_type,ac(物防),ac2,mac魔防,mac2,dc（战攻）,dc2,mc（魔攻）,mc2,sc（道攻）,sc2,luck,curse,accuracy,dodge,anti_magic,anti_poison,max_hp,max_mp,max_hp_pres,max_mp_pres,holy_damage,baoji_prob,baoji_pres,drop_luck,need,needlevel,price,need_zslevel,equip_level,job,gender,equip_group,equip_comp,equip_contribute,destory_show,add_power,item_bg,recycle_money,recycle_exp,recycle_xuefu,can_use,can_destroy,can_depot,can_push,bag_show,times_limit,func_id,func_params,desp,source
13107051,1,13107051,星王道镯,0,0,5,17,28,20,34,0,0,0,0,46,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,3,0,7,0,500,0,0,3,0,1500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13107061,1,13107061,星王道戒,0,0,6,0,0,0,0,0,0,0,0,69,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,3,0,7,0,500,0,0,3,0,1500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13107071,1,13107071,星王道带,0,0,7,30,50,36,60,0,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,3,0,7,0,500,0,0,3,0,1500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13107081,1,13107081,星王道靴,0,0,8,21,36,25,43,0,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7000,0,3,3,0,7,0,500,0,0,3,0,1500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13108011,1,13108011,蚀日剑,0,0,1,0,0,0,0,124,207,0,0,264,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,3,0,8,0,6000,0,0,3,0,6750000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13108021,1,13108021,青霜道袍,0,0,2,114,190,135,226,0,0,0,0,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,3,1,8,0,3000,0,0,3,0,5400000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13108091,1,13108091,青霜道衣,0,0,2,114,190,135,226,0,0,0,0,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,3,2,8,0,3000,0,0,3,0,5400000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13108031,1,13108031,通云头盔,0,0,3,57,95,67,113,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,3,0,8,0,1500,0,0,3,0,4500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13108041,1,13108041,通云项链,0,0,4,0,0,0,0,0,0,0,0,90,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,3,0,8,0,1500,0,0,3,0,4500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13108051,1,13108051,通云手镯,0,0,5,22,38,27,45,0,0,0,0,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,3,0,8,0,1500,0,0,3,0,4500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13108061,1,13108061,通云道戒,0,0,6,0,0,0,0,0,0,0,0,90,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,3,0,8,0,1500,0,0,3,0,4500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13108071,1,13108071,通云腰带,0,0,7,40,66,47,79,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,3,0,8,0,1500,0,0,3,0,4500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13108081,1,13108081,通云道靴,0,0,8,28,47,33,56,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8000,0,3,3,0,8,0,1500,0,0,3,0,4500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13109011,1,13109011,玄冥剑,0,0,1,0,0,0,0,154,257,0,0,328,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,3,0,9,0,40000,0,0,3,0,22500000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13109021,1,13109021,伏魔道袍,0,0,2,141,236,168,280,0,0,0,0,56,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,3,1,9,0,20000,0,0,3,0,18000000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13109091,1,13109091,伏魔道衣,0,0,2,141,236,168,280,0,0,0,0,56,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,3,2,9,0,20000,0,0,3,0,18000000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13109031,1,13109031,青龙头盔,0,0,3,70,118,84,140,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,3,0,9,0,6000,0,0,3,0,15000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13109041,1,13109041,青龙项链,0,0,4,0,0,0,0,0,0,0,0,112,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,3,0,9,0,6000,0,0,3,0,15000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13109051,1,13109051,青龙手镯,0,0,5,28,47,33,56,0,0,0,0,75,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,3,0,9,0,6000,0,0,3,0,15000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13109061,1,13109061,青龙道戒,0,0,6,0,0,0,0,0,0,0,0,112,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,3,0,9,0,6000,0,0,3,0,15000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13109071,1,13109071,青龙腰带,0,0,7,49,82,58,98,0,0,0,0,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,3,0,9,0,6000,0,0,3,0,15000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13109081,1,13109081,青龙道靴,0,0,8,35,59,42,70,0,0,0,0,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,0,3,3,0,9,0,6000,0,0,3,0,15000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13110011,1,13110011,寒焰扇,0,0,1,0,0,0,0,189,315,0,0,402,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,3,0,10,0,100000,0,0,4,0,45000000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13110021,1,13110021,冥火道袍,0,0,2,173,289,206,344,0,0,0,0,69,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,3,1,10,0,50000,0,0,4,0,36000000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13110091,1,13110091,冥火道衣,0,0,2,173,289,206,344,0,0,0,0,69,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,3,2,10,0,50000,0,0,4,0,36000000,1000,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13110031,1,13110031,金牛道盔,0,0,3,86,144,103,172,0,0,0,0,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,3,0,10,0,20000,0,0,4,0,30000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13110041,1,13110041,金牛道链,0,0,4,0,0,0,0,0,0,0,0,138,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,3,0,10,0,20000,0,0,4,0,30000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13110051,1,13110051,金牛道镯,0,0,5,34,57,41,68,0,0,0,0,92,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,3,0,10,0,20000,0,0,4,0,30000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13110061,1,13110061,金牛道戒,0,0,6,0,0,0,0,0,0,0,0,138,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,3,0,10,0,20000,0,0,4,0,30000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13110071,1,13110071,金牛道带,0,0,7,60,101,72,120,0,0,0,0,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,3,0,10,0,20000,0,0,4,0,30000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13110081,1,13110081,金牛道靴,0,0,8,43,72,51,86,0,0,0,0,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,1,4,3,0,10,0,20000,0,0,4,0,30000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13111011,1,13111011,海神之刃,0,0,1,0,0,0,0,209,349,0,0,445,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,2,4,3,0,11,0,200000,0,0,4,0,67500000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13111021,1,13111021,寒天道袍,0,0,2,192,320,228,380,0,0,0,0,76,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,2,4,3,1,11,0,100000,0,0,4,0,54000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13111091,1,13111091,寒天道衣,0,0,2,192,320,228,380,0,0,0,0,76,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,2,4,3,2,11,0,100000,0,0,4,0,54000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13111031,1,13111031,虎威道盔,0,0,3,96,160,114,190,0,0,0,0,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,2,4,3,0,11,0,40000,0,0,4,0,45000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13111041,1,13111041,虎威道链,0,0,4,0,0,0,0,0,0,0,0,152,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,2,4,3,0,11,0,40000,0,0,4,0,45000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13111051,1,13111051,虎威道镯,0,0,5,38,64,45,76,0,0,0,0,101,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,2,4,3,0,11,0,40000,0,0,4,0,45000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13111061,1,13111061,虎威道戒,0,0,6,0,0,0,0,0,0,0,0,152,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,2,4,3,0,11,0,40000,0,0,4,0,45000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13111071,1,13111071,虎威道带,0,0,7,67,112,79,133,0,0,0,0,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,2,4,3,0,11,0,40000,0,0,4,0,45000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13111081,1,13111081,虎威道靴,0,0,8,48,80,57,95,0,0,0,0,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,2,4,3,0,11,0,40000,0,0,4,0,45000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13112011,1,13112011,无上道剑,0,0,1,0,0,0,0,267,445,0,0,568,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,3,4,3,0,12,0,350000,0,0,4,0,135000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13112021,1,13112021,尊云道袍,0,0,2,245,408,291,485,0,0,0,0,97,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,3,4,3,1,12,0,150000,0,0,4,0,108000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13112091,1,13112091,尊云道衣,0,0,2,245,408,291,485,0,0,0,0,97,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,3,4,3,2,12,0,150000,0,0,4,0,108000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13112031,1,13112031,天龙道盔,0,0,3,122,204,145,242,0,0,0,0,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,4,3,0,12,0,60000,0,0,4,0,90000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13112041,1,13112041,天龙道链,0,0,4,0,0,0,0,0,0,0,0,194,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,4,3,0,12,0,60000,0,0,4,0,90000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13112051,1,13112051,天龙道镯,0,0,5,49,81,58,97,0,0,0,0,129,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,4,3,0,12,0,60000,0,0,4,0,90000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13112061,1,13112061,天龙道戒,0,0,6,0,0,0,0,0,0,0,0,194,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,4,3,0,12,0,60000,0,0,4,0,90000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13112071,1,13112071,天龙道带,0,0,7,85,143,101,169,0,0,0,0,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,4,3,0,12,0,60000,0,0,4,0,90000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13112081,1,13112081,天龙道靴,0,0,8,61,102,72,121,0,0,0,0,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,4,3,0,12,0,60000,0,0,4,0,90000000,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13113011,1,13113011,鲛芒,0,0,1,0,0,0,0,305,508,0,0,648,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,5,4,3,0,13,0,552000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13113021,1,13113021,无极道袍,0,0,2,280,466,332,554,0,0,0,0,111,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,5,4,3,1,13,0,222000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13113091,1,13113091,无极道衣,0,0,2,280,466,332,554,0,0,0,0,111,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,5,4,3,2,13,0,222000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13113031,1,13113031,必杀道盔,0,0,3,140,233,166,277,0,0,0,0,37,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,6,4,3,0,13,0,89000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13113041,1,13113041,必杀道链,0,0,4,0,0,0,0,0,0,0,0,222,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,6,4,3,0,13,0,89000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13113051,1,13113051,必杀道镯,0,0,5,56,93,66,110,0,0,0,0,148,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,6,4,3,0,13,0,89000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13113061,1,13113061,必杀道戒,0,0,6,0,0,0,0,0,0,0,0,222,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,6,4,3,0,13,0,89000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13113071,1,13113071,必杀道带,0,0,7,98,163,116,194,0,0,0,0,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,6,4,3,0,13,0,89000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13113081,1,13113081,必杀道靴,0,0,8,70,116,83,138,0,0,0,0,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,6,4,3,0,13,0,89000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13114011,1,13114011,冰残,0,0,1,0,0,0,0,343,571,0,0,729,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,7,4,3,0,14,0,784000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13114021,1,13114021,龙尊皓月道袍,0,0,2,314,524,374,623,0,0,0,0,124,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,7,4,3,1,14,0,305000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13114091,1,13114091,龙尊皓月道衣,0,0,2,314,524,374,623,0,0,0,0,124,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,7,4,3,2,14,0,305000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13114031,1,13114031,传奇道盔,0,0,3,157,262,187,311,0,0,0,0,41,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,8,4,3,0,14,0,122000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13114041,1,13114041,传奇道链,0,0,4,0,0,0,0,0,0,0,0,249,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,8,4,3,0,14,0,122000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13114051,1,13114051,传奇道镯,0,0,5,62,104,74,124,0,0,0,0,166,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,8,4,3,0,14,0,122000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13114061,1,13114061,传奇道戒,0,0,6,0,0,0,0,0,0,0,0,249,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,8,4,3,0,14,0,122000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13114071,1,13114071,传奇道带,0,0,7,110,183,130,218,0,0,0,0,52,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,8,4,3,0,14,0,122000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13114081,1,13114081,传奇道靴,0,0,8,78,131,93,155,0,0,0,0,52,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,8,4,3,0,14,0,122000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13115011,1,13115011,烛龙,0,0,1,0,0,0,0,381,635,0,0,809,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,9,4,3,0,15,0,1051000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13115021,1,13115021,五岳独尊道袍,0,0,2,349,582,415,692,0,0,0,0,138,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,9,4,3,1,15,0,400000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13115091,1,13115091,五岳独尊道衣,0,0,2,349,582,415,692,0,0,0,0,138,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,9,4,3,2,15,0,400000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13115031,1,13115031,皓月道盔,0,0,3,174,291,207,346,0,0,0,0,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,10,4,3,0,15,0,160000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13115041,1,13115041,皓月道链,0,0,4,0,0,0,0,0,0,0,0,277,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,10,4,3,0,15,0,160000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13115051,1,13115051,皓月道镯,0,0,5,69,116,83,138,0,0,0,0,185,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,10,4,3,0,15,0,160000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13115061,1,13115061,皓月道戒,0,0,6,0,0,0,0,0,0,0,0,277,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,10,4,3,0,15,0,160000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13115071,1,13115071,皓月道带,0,0,7,122,204,145,242,0,0,0,0,57,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,10,4,3,0,15,0,160000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13115081,1,13115081,皓月道靴,0,0,8,87,145,103,173,0,0,0,0,57,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,10,4,3,0,15,0,160000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13116011,1,13116011,神殇,0,0,1,0,0,0,0,418,698,0,0,890,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,11,4,3,0,16,0,1358000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13116021,1,13116021,九转乾坤道袍,0,0,2,384,640,456,761,0,0,0,0,152,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,11,4,3,1,16,0,510000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13116091,1,13116091,九转乾坤道衣,0,0,2,384,640,456,761,0,0,0,0,152,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,11,4,3,2,16,0,510000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13116031,1,13116031,热血道盔,0,0,3,192,320,228,380,0,0,0,0,50,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,12,4,3,0,16,0,204000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13116041,1,13116041,热血道链,0,0,4,0,0,0,0,0,0,0,0,305,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,12,4,3,0,16,0,204000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13116051,1,13116051,热血道镯,0,0,5,76,128,91,152,0,0,0,0,203,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,12,4,3,0,16,0,204000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13116061,1,13116061,热血道戒,0,0,6,0,0,0,0,0,0,0,0,305,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,12,4,3,0,16,0,204000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13116071,1,13116071,热血道带,0,0,7,134,224,159,266,0,0,0,0,63,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,12,4,3,0,16,0,204000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
13116081,1,13116081,热血道靴,0,0,8,96,160,114,190,0,0,0,0,63,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,12,4,3,0,16,0,204000,0,0,4,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11112012,1,11112011,神★裂地,0,0,1,0,0,0,0,734,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,3,5,1,0,101,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11112022,1,11112021,神★轩辕战甲,0,0,2,336,562,336,562,125,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,3,5,1,1,101,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11112092,1,11112091,神★轩辕战袍,0,0,2,336,562,336,562,125,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,3,5,1,2,101,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11112032,1,11112031,神★天龙战盔,0,0,3,168,280,168,280,41,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,5,1,0,101,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11112042,1,11112041,神★天龙战链,0,0,4,0,0,0,0,251,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,5,1,0,101,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11112052,1,11112051,神★天龙战镯,0,0,5,67,112,67,112,167,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,5,1,0,101,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11112062,1,11112061,神★天龙战戒,0,0,6,0,0,0,0,251,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,5,1,0,101,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11112072,1,11112071,神★天龙战带,0,0,7,117,195,117,195,51,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,5,1,0,101,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11112082,1,11112081,神★天龙战靴,0,0,8,83,139,83,139,51,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,4,5,1,0,101,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11113012,1,11113011,神★撼天斧,0,0,1,0,0,0,0,839,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,5,5,1,0,102,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11113022,1,11113021,神★虎魄战甲,0,0,2,385,641,385,641,143,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,5,5,1,1,102,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11113092,1,11113091,神★虎魄战袍,0,0,2,385,641,385,641,143,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,5,5,1,2,102,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
11113032,1,11113031,神★必杀战盔,0,0,3,192,320,192,320,47,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9000,6,5,1,0,102,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,null,boss掉落、挖宝
