怪物ID,模型id,触发脚本,攻击AI,显示名,技能类型,技能资源,目标特效,等级,目标特效,视野范围,获得经验,获得内功,血量,魔量,最小物防,最大物防,最小法防,最大法防,最小物攻,最大物攻,最小法攻,最大法攻,闪避,命中,等待时间,等待时间,移动速度,施放技能间隔时间,头像,喊话间隔,子类型,掉落组ID,巡逻范围,追击范围,是否可以被撞,切换目标ai类型,切换目标间隔,伤害系数,距离仇仇恨系数,编辑器目录,类型,怪物组别,传送点id,默认AI,巡逻速度,尸体消失时间,刷新时间,方向固定,暴击率,抗暴击,物理攻击减免,魔法减免,回血速度,是否显示刷新公告,是否显示掉落公告,BOSS积分,功能ID,功能参数,默认对话,是否会喊话,随机喊话,简单掉落ID,武器形象,翅膀形象,称号形象,采集时间,是否显示怪物归属,死亡是否显示墓碑
3001023,31134,default,50023,幽冥至尊,0,0,0,180,0,10,702962,140592,27450000,0,1412,1412,1326,1326,10708,21417,10708,21417,10,15,0,0,1,1500,0,0,4002,20023,3,15,1,0,0,0,0,野外BOSS,4,23,0,default,20000,120000,14280000,0,0,0,0,0,1313,1,1,2745,0,0,default,0,default,20013,0,0,0,0,0,1
3001024,31547,default,50024,冰火帝王,0,0,0,200,0,10,780781,156156,29580000,0,1673,1673,1571,1571,12666,25332,12666,25332,10,15,0,0,1,1500,0,0,4002,20024,3,15,1,0,0,0,0,野外BOSS,4,24,0,default,20000,120000,21480000,0,0,0,0,0,1286,1,1,2958,0,0,default,0,default,20013,0,0,0,0,0,1
3001025,31587,default,50025,魔龙飞蛾,0,0,0,140,0,10,200760,40152,15750000,0,637,637,598,598,4871,9743,4871,9743,10,15,0,0,1,1500,0,0,4002,20012,3,15,1,0,0,0,0,野外BOSS,4,25,0,default,20000,120000,10680000,0,0,0,0,0,1166,1,1,1575,0,0,default,0,default,20011,0,0,0,0,0,1
3001026,31588,default,50026,魔龙力士,0,0,0,160,0,10,200760,40152,22110000,0,974,974,914,914,7415,14830,7415,14830,10,15,0,0,1,1500,0,0,4002,20012,3,15,1,0,0,0,0,野外BOSS,4,26,0,default,20000,120000,10680000,0,0,0,0,0,1300,1,1,2211,0,0,default,0,default,20012,0,0,0,0,0,1
3001027,31589,default,50027,魔龙战将,0,0,0,160,0,10,200760,40152,22110000,0,974,974,914,914,7415,14830,7415,14830,10,15,0,0,1,1500,0,0,4002,20012,3,15,1,0,0,0,0,野外BOSS,4,27,0,default,20000,120000,10680000,0,0,0,0,0,1300,1,1,2211,0,0,default,0,default,20012,0,0,0,0,0,1
3001028,31590,default,50028,魔龙教主,0,0,0,200,0,10,200760,40152,29580000,0,1673,1673,1571,1571,12666,25332,12666,25332,10,15,0,0,1,1500,0,0,4002,20016,3,15,1,0,0,0,0,野外BOSS,4,28,0,default,20000,120000,21480000,0,0,0,0,0,1286,1,1,2958,0,0,default,0,default,20013,0,0,0,0,0,1
#玛雅神殿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001001,31103,default,50001,玛雅死士,0,0,0,41,0,6,106,33,2120,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿一层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6001002,31594,default,50001,玛雅魂将,0,0,0,42,0,6,128,39,2560,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿一层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6001003,31100,default,50001,玛雅信徒,0,0,0,43,0,6,149,45,2980,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿一层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6001004,31117,default,50001,玛雅斗士,0,0,0,44,0,6,171,50,3420,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿一层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6001005,31103,default,50001,玛雅死士,0,0,0,51,0,6,321,89,6420,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿一层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6001006,31594,default,50001,玛雅魂将,0,0,0,52,0,6,343,93,6860,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿一层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6001007,31100,default,50001,玛雅信徒,0,0,0,56,0,6,429,110,8580,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿一层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6001008,31117,default,50001,玛雅斗士,0,0,0,57,0,6,450,115,9000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿一层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6002001,31103,default,50001,玛雅死士,0,0,0,61,0,6,541,132,10820,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿二层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6002002,31594,default,50001,玛雅魂将,0,0,0,63,0,6,593,141,11860,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿二层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6002003,31100,default,50001,玛雅信徒,0,0,0,80,0,6,1100,220,22000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿二层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6002004,31117,default,50001,玛雅斗士,0,0,0,84,0,6,1460,292,29200,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,玛雅神殿二层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6003001,31103,default,50001,玛雅死士,0,0,0,110,0,8,3910,782,78200,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,8,0,0,0,0,0,玛雅神殿三层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6003002,31594,default,50001,玛雅魂将,0,0,0,111,0,8,4069,813,81380,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,8,0,0,0,0,0,玛雅神殿三层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6003003,31100,default,50001,玛雅信徒,0,0,0,112,0,8,4228,845,84560,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,8,0,0,0,0,0,玛雅神殿三层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6004001,31103,default,50001,玛雅死士,0,0,0,131,0,8,7800,1560,156000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,8,0,0,0,0,0,玛雅神殿四层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6004002,31594,default,50001,玛雅魂将,0,0,0,132,0,8,8100,1620,162000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,8,0,0,0,0,0,玛雅神殿四层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6004003,31100,default,50001,玛雅信徒,0,0,0,133,0,8,8400,1680,168000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,8,0,0,0,0,0,玛雅神殿四层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6004004,31117,default,50001,玛雅斗士,0,0,0,134,0,8,8700,1740,174000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,8,0,0,0,0,0,玛雅神殿四层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6004005,31103,default,50001,玛雅死士,0,0,0,135,0,8,9000,1800,180000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,8,0,0,0,0,0,玛雅神殿四层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6004006,31594,default,50001,玛雅魂将,0,0,0,136,0,8,9300,1860,186000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,8,0,0,0,0,0,玛雅神殿四层,4,0,0,default,20000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6001009,31021,default,50006,娜迦,0,0,0,55,0,10,9584,2522,244500,0,32,32,30,30,262,525,262,525,10,15,0,0,1,1500,0,0,4002,20002,3,15,1,0,0,0,0,玛雅神殿一层BOSS,4,2,0,default,20000,120000,780000,0,0,0,0,0,77,1,1,24,0,0,default,0,default,20003,0,0,0,0,0,1
6001010,31599,default,50007,触龙邪神,0,0,0,60,0,9,12113,3028,309000,0,40,40,37,37,323,647,323,647,10,15,0,0,1,1500,0,0,4002,20003,0,0,1,0,0,0,0,玛雅神殿一层BOSS,4,3,0,default,20000,120000,1680000,5,0,0,0,0,88,1,1,30,0,0,default,0,default,20004,0,0,0,0,0,1
6001011,31153,default,50001,荒漠霸主,0,0,0,70,0,10,20452,4544,620000,0,65,65,61,61,519,1038,519,1038,10,15,0,0,1,1500,0,0,4002,20004,3,15,1,0,0,0,0,玛雅神殿一层BOSS,4,4,0,default,20000,120000,1680000,0,0,0,0,0,140,1,1,62,0,0,default,0,default,20005,0,0,0,0,0,1
6001012,31042,default,50008,血炼猪魔,0,0,0,80,0,10,31739,6347,1100000,0,99,99,92,92,779,1558,779,1558,10,15,0,0,1,1500,0,0,4002,20005,3,15,1,0,0,0,0,玛雅神殿一层BOSS,4,5,0,default,20000,120000,1680000,0,0,0,0,0,203,1,1,110,0,0,default,0,default,20006,0,0,0,0,0,1
6002005,31096,default,50001,沃玛教主,0,0,0,85,0,10,46906,9380,1750000,0,124,124,115,115,970,1941,970,1941,10,15,0,0,1,1500,0,0,4002,20006,3,15,1,0,0,0,0,玛雅神殿二层BOSS,4,6,0,default,20000,120000,3480000,0,0,0,0,0,286,1,1,175,0,0,default,0,default,20008,0,0,0,0,0,1
6002006,31066,default,50002,赤月老魔,0,0,0,100,0,9,95731,19146,4060000,0,212,212,199,199,800,1500,800,1500,10,15,0,0,1,1500,0,0,4002,20008,0,0,1,0,0,0,0,玛雅神殿二层BOSS,4,8,0,default,20000,120000,7080000,5,0,0,0,0,527,1,1,406,0,0,default,0,default,20009,0,0,0,0,0,1
6003004,31102,default,50013,冰封狮王,0,0,0,120,0,10,200760,40152,9900000,0,387,387,363,363,2982,5964,2982,5964,10,15,0,0,1,1500,0,0,4002,20011,3,15,1,0,0,0,0,玛雅神殿三层BOSS,4,11,0,default,20000,120000,8880000,0,0,0,0,0,951,1,1,990,0,0,default,0,default,20010,0,0,0,0,0,1
6003005,31083,default,50004,冰宫祭祀,0,0,0,120,0,10,200760,40152,9900000,0,387,387,363,363,2982,5964,2982,5964,10,15,0,0,1,1500,0,0,4002,20012,3,15,1,0,0,0,0,玛雅神殿三层BOSS,4,12,0,default,20000,120000,8880000,0,0,0,0,0,951,1,1,990,0,0,default,0,default,20010,0,0,0,0,0,1
6003006,31084,default,50005,冰封魔王,0,0,0,120,0,10,200760,40152,9900000,0,387,387,363,363,2982,5964,2982,5964,10,15,0,0,1,1500,0,0,4002,20013,3,15,1,0,0,0,0,玛雅神殿三层BOSS,4,13,0,default,20000,120000,8880000,0,0,0,0,0,951,1,1,990,0,0,default,0,default,20010,0,0,0,0,0,1
6004007,20012,default,50018,至尊帝皇,0,0,0,160,0,10,535219,107043,22110000,0,974,974,914,914,7415,14830,7415,14830,10,15,0,0,1,1500,0,0,4002,20018,3,15,1,0,0,0,0,玛雅神殿四层BOSS,4,18,0,default,20000,120000,10680000,0,0,0,0,0,1300,1,1,2211,0,0,default,0,default,20012,60016,70013,0,0,0,1
6004008,31115,default,50017,九尾妖狐,0,0,0,150,0,10,445646,89129,18900000,0,794,794,745,745,6055,12111,6055,12111,10,15,0,0,1,1500,0,0,4002,20017,3,15,1,0,0,0,0,玛雅神殿四层BOSS,4,17,0,default,20000,120000,10680000,0,0,0,0,0,1243,1,1,1890,0,0,default,0,default,20012,0,0,0,0,0,1
6004009,31568,default,50021,深海幽龙王,0,0,0,170,0,9,621047,124209,24960000,0,1180,1180,1108,1108,8962,17924,8962,17924,10,15,0,0,1,1500,0,0,4002,20021,3,15,1,0,0,0,0,玛雅神殿四层BOSS,4,21,0,default,20000,120000,10680000,0,0,0,0,0,1320,1,1,2496,0,0,default,0,default,20012,0,0,0,0,0,1
#BOSS之家,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005001,31085,default,50001,魔殿弓箭手,0,0,0,41,0,6,212,33,2130,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,BOSS之家一层,4,0,0,default,20000,3000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6005002,31050,default,50001,魔殿月魔,0,0,0,42,0,6,256,39,2130,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,BOSS之家一层,4,0,0,default,20000,3000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6005003,31562,default,50001,魔殿卫士,0,0,0,43,0,6,298,45,2130,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,BOSS之家一层,4,0,0,default,20000,3000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6005004,31534,default,50001,魔殿雕像,0,0,0,44,0,6,342,50,2130,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,BOSS之家一层,4,0,0,default,20000,3000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6005021,31016,default,50001,尸王,0,0,0,50,0,10,7056,2016,180000,0,24,24,23,23,201,403,201,403,10,15,0,0,1,1500,0,0,4002,20001,3,15,1,0,0,0,0,BOSS之家一层,4,1,0,default,20000,120000,780000,0,0,0,0,0,66,1,1,18,0,0,default,0,default,20001,0,0,0,0,0,1
6005022,31021,default,50006,娜迦,0,0,0,55,0,10,9584,2522,244500,0,32,32,30,30,262,525,262,525,10,15,0,0,1,1500,0,0,4002,20002,3,15,1,0,0,0,0,BOSS之家一层,4,2,0,default,20000,120000,780000,0,0,0,0,0,77,1,1,24,0,0,default,0,default,20003,0,0,0,0,0,1
6005023,31153,default,50001,荒漠霸主,0,0,0,70,0,10,20452,4544,620000,0,65,65,61,61,519,1038,519,1038,10,15,0,0,1,1500,0,0,4002,20004,3,15,1,0,0,0,0,BOSS之家一层,4,4,0,default,20000,120000,1680000,0,0,0,0,0,140,1,1,62,0,0,default,0,default,20005,0,0,0,0,0,1
6005024,31042,default,50008,血炼猪魔,0,0,0,80,0,10,31739,6347,1100000,0,99,99,92,92,779,1558,779,1558,10,15,0,0,1,1500,0,0,4002,20005,3,15,1,0,0,0,0,BOSS之家一层,4,5,0,default,20000,120000,1680000,0,0,0,0,0,203,1,1,110,0,0,default,0,default,20006,0,0,0,0,0,1
6005025,31096,default,50001,沃玛教主,0,0,0,85,0,10,46906,9380,1750000,0,124,124,115,115,970,1941,970,1941,10,15,0,0,1,1500,0,0,4002,20006,3,15,1,0,0,0,0,BOSS之家一层,4,6,0,default,20000,120000,3480000,0,0,0,0,0,286,1,1,175,0,0,default,0,default,20008,0,0,0,0,0,1
6005026,31091,default,50001,祖玛教主,0,0,0,90,0,10,62073,12414,2400000,0,149,149,139,139,1162,2325,1162,2325,10,15,0,0,1,1500,0,0,4002,20007,3,15,1,0,0,0,0,BOSS之家一层,4,7,0,default,20000,120000,5280000,0,0,0,0,0,369,1,1,240,0,0,default,0,default,20009,0,0,0,0,0,1
6005027,31066,default,50002,赤月老魔,0,0,0,100,0,9,95731,19146,4060000,0,212,212,199,199,800,1500,800,1500,10,15,0,0,1,1500,0,0,4002,20008,0,0,1,0,0,0,0,BOSS之家一层,4,8,0,default,20000,120000,7080000,5,0,0,0,0,527,1,1,406,0,0,default,0,default,20009,0,0,0,0,0,1
6005028,31123,default,50011,牛魔王,0,0,0,105,0,10,115942,23188,5158000,0,251,251,236,236,1950,3901,1950,3901,10,15,0,0,1,1500,0,0,4002,20009,3,15,1,0,0,0,0,BOSS之家一层,4,9,0,default,20000,120000,7080000,0,0,0,0,0,611,1,1,515,0,0,default,0,default,20009,0,0,0,0,0,1
6005029,31077,default,50001,幽灵教主,0,0,0,130,0,10,267575,53515,12750000,0,502,502,471,471,3851,7702,3851,7702,10,15,0,0,1,1500,0,0,4002,20014,3,15,1,0,0,0,0,BOSS之家一层,4,14,0,default,20000,120000,8880000,0,0,0,0,0,1071,1,1,1275,0,0,default,0,default,20010,0,0,0,0,0,1
6005030,20012,default,50018,至尊帝皇,0,0,0,160,0,10,535219,107043,22110000,0,974,974,914,914,7415,14830,7415,14830,10,15,0,0,1,1500,0,0,4002,20018,3,15,1,0,0,0,0,BOSS之家一层,4,18,0,default,20000,120000,10680000,0,0,0,0,0,1300,1,1,2211,0,0,default,0,default,20012,60016,70013,0,0,0,1
6006001,31546,default,50022,蛮荒巨兽,0,0,0,140,0,10,356313,71262,15750000,0,637,637,598,598,4871,9743,4871,9743,10,15,0,0,1,1500,0,0,4002,20015,3,15,1,0,0,0,0,BOSS之家二层,4,15,0,default,20000,120000,10680000,0,0,0,0,0,1166,1,1,1575,0,0,default,0,default,20011,0,0,0,0,0,1
6006002,31412,default,50016,火龙王,0,0,0,150,0,9,445646,89129,18900000,0,794,794,745,745,6055,12111,6055,12111,10,15,0,0,1,1500,0,0,4002,20016,0,0,1,0,0,0,0,BOSS之家二层,4,16,0,default,20000,120000,10680000,6,0,0,0,0,1243,1,1,1890,0,0,default,0,default,20012,0,0,0,0,0,1
6006003,31568,default,50021,深海幽龙王,0,0,0,170,0,9,621047,124209,24960000,0,1180,1180,1108,1108,8962,17924,8962,17924,10,15,0,0,1,1500,0,0,4002,20021,3,15,1,0,0,0,0,BOSS之家二层,4,20,0,default,20000,120000,10680000,0,0,0,0,0,1320,1,1,2496,0,0,default,0,default,20012,0,0,0,0,0,1
6006004,31567,default,50020,深海巨魔,0,0,0,160,0,10,535219,107043,22110000,0,974,974,914,914,7415,14830,7415,14830,10,15,0,0,1,1500,0,0,4002,20020,0,0,1,0,0,0,0,BOSS之家二层,4,20,0,default,20000,120000,10680000,4,0,0,0,0,1300,1,1,2211,0,0,default,0,default,20012,0,0,0,0,0,1
6006005,31566,default,50019,巫妖王,0,0,0,160,0,10,535219,107043,22110000,0,974,974,914,914,7415,14830,7415,14830,10,15,0,0,1,1500,0,0,4002,20019,3,15,1,0,0,0,0,BOSS之家二层,4,19,0,default,20000,120000,10680000,0,0,0,0,0,1300,1,1,2211,0,0,default,0,default,20012,0,0,0,0,0,1
6007001,31110,default,50022,嗜魔神,0,0,0,180,0,10,702962,140592,24960000,0,1180,1180,1108,1108,8962,17924,8962,17924,10,15,0,0,1,1500,0,0,4002,20022,3,15,1,0,0,0,0,BOSS之家三层,4,22,0,default,20000,120000,14280000,0,0,0,0,0,1320,1,1,2496,0,0,default,0,default,20013,0,0,0,0,0,1
6007002,31134,default,50023,幽冥至尊,0,0,0,180,0,10,702962,140592,24960000,0,1180,1180,1108,1108,8962,17924,8962,17924,10,15,0,0,1,1500,0,0,4002,20023,3,15,1,0,0,0,0,BOSS之家三层,4,23,0,default,20000,120000,14280000,0,0,0,0,0,1320,1,1,2496,0,0,default,0,default,20013,0,0,0,0,0,1
6007003,31547,default,50024,冰火帝王,0,0,0,200,0,10,780781,156156,24960000,0,1180,1180,1108,1108,8962,17924,8962,17924,10,15,0,0,1,1500,0,0,4002,20024,3,15,1,0,0,0,0,BOSS之家三层,4,24,0,default,20000,120000,21480000,0,0,0,0,0,1320,1,1,2496,0,0,default,0,default,20013,0,0,0,0,0,1
转生神殿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008001,31334,default,50032,双头蛇王,0,0,0,70,0,10,136154,27230,6256000,0,291,291,273,273,2252,4504,2252,4504,10,15,0,0,1,1500,0,0,4002,20101,3,15,1,0,0,0,0,转生神殿,4,101,0,default,20000,120000,1680000,0,0,0,0,0,695,1,1,625,0,0,default,0,default,20007,0,0,0,0,0,1
6008002,31334,default,50032,双头蛇王,0,0,0,80,0,10,200760,40152,9900000,0,387,387,363,363,2982,5964,2982,5964,10,15,0,0,1,1500,0,0,4002,20102,3,15,1,0,0,0,0,转生神殿,4,102,0,default,20000,120000,3480000,0,0,0,0,0,951,1,1,990,0,0,default,0,default,20008,0,0,0,0,0,1
6008003,31334,default,50032,双头蛇王,0,0,0,100,0,10,267575,53515,12750000,0,502,502,471,471,3851,7702,3851,7702,10,15,0,0,1,1500,0,0,4002,20103,3,15,1,0,0,0,0,转生神殿,4,103,0,default,20000,120000,5280000,0,0,0,0,0,1071,1,1,1275,0,0,default,0,default,20009,0,0,0,0,0,1
6008004,31334,default,50032,双头蛇王,0,0,0,120,0,10,356313,71262,15750000,0,637,637,598,598,4871,9743,4871,9743,10,15,0,0,1,1500,0,0,4002,20104,3,15,1,0,0,0,0,转生神殿,4,104,0,default,20000,120000,7080000,0,0,0,0,0,1166,1,1,1575,0,0,default,0,default,20010,0,0,0,0,0,1
6008005,31334,default,50032,双头蛇王,0,0,0,140,0,10,445646,89129,18900000,0,794,794,745,745,6055,12111,6055,12111,10,15,0,0,1,1500,0,0,4002,20105,3,15,1,0,0,0,0,转生神殿,4,105,0,default,20000,120000,8880000,0,0,0,0,0,1243,1,1,1890,0,0,default,0,default,20011,0,0,0,0,0,1
6008006,31334,default,50032,双头蛇王,0,0,0,160,0,10,535219,107043,22110000,0,974,974,914,914,7415,14830,7415,14830,10,15,0,0,1,1500,0,0,4002,20106,3,15,1,0,0,0,0,转生神殿,4,106,0,default,20000,120000,10680000,0,0,0,0,0,1300,1,1,2211,0,0,default,0,default,20012,0,0,0,0,0,1
6008007,31334,default,50032,双头蛇王,0,0,0,180,0,10,780781,156156,24960000,0,1180,1180,1108,1108,8962,17924,8962,17924,10,15,0,0,1,1500,0,0,4002,20107,3,15,1,0,0,0,0,转生神殿,4,107,0,default,20000,120000,12480000,0,0,0,0,0,1320,1,1,2496,0,0,default,0,default,20013,0,0,0,0,0,1
#未知暗殿小怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009001,31108,default,50001,暗殿血魔,0,0,0,61,0,6,106,21,2130,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,未知暗殿,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6009002,31061,default,50001,暗殿邪魔,0,0,0,78,0,6,106,21,2130,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,未知暗殿,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6009003,31050,default,50001,暗殿蜘蛛,0,0,0,61,0,6,106,21,2130,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,未知暗殿,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
6009004,31550,default,50001,暗殿钳虫,0,0,0,78,0,6,106,21,2130,0,1,1,1,1,22,45,22,45,10,15,0,0,1,2500,0,0,4001,0,3,6,0,0,0,0,0,未知暗殿,4,0,0,default,20000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0
#未知暗殿BOSS一期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009019,31508,default,50001,暗之骷髅精灵,0,0,0,90,0,10,20000,4000,400000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,1500,0,0,4002,40001,3,15,1,0,0,0,0,未知暗殿1,4,1001,0,default,20000,3000,357000,0,0,0,0,0,300,1,1,40,0,0,default,0,default,20005,0,0,0,0,0,1
6009020,31021,default,50006,暗之娜迦,0,0,0,90,0,10,20000,4000,400000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,1500,0,0,4002,40001,3,15,1,0,0,0,0,未知暗殿1,4,1002,0,default,20000,3000,357000,0,0,0,0,0,300,1,1,40,0,0,default,0,default,20005,0,0,0,0,0,1
6009021,31599,default,50007,暗之触龙邪神,0,0,0,90,0,9,20000,4000,400000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,1500,0,0,4002,40001,0,0,1,0,0,0,0,未知暗殿1,4,1003,0,default,20000,3000,357000,5,0,0,0,0,300,1,1,40,0,0,default,0,default,20005,0,0,0,0,0,1
6009022,31153,default,50001,暗之荒漠霸主,0,0,0,90,0,10,20000,4000,400000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,1500,0,0,4002,40001,3,15,1,0,0,0,0,未知暗殿1,4,1004,0,default,20000,3000,357000,0,0,0,0,0,300,1,1,40,0,0,default,0,default,20005,0,0,0,0,0,1
6009023,31042,default,50008,暗之血炼猪魔,0,0,0,90,0,10,20000,4000,400000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,1500,0,0,4002,40001,3,15,1,0,0,0,0,未知暗殿1,4,1005,0,default,20000,3000,357000,0,0,0,0,0,300,1,1,40,0,0,default,0,default,20005,0,0,0,0,0,1
6009024,31096,default,50001,暗之沃玛教主,0,0,0,100,0,10,25000,5000,500000,0,1,1,1,1,22,45,22,45,10,15,0,0,1,1500,0,0,4002,40002,3,15,1,0,0,0,0,未知暗殿1,4,1006,0,default,20000,3000,417000,0,0,0,0,0,300,1,1,50,0,0,default,0,default,20006,0,0,0,0,0,1
